Year,Cause,Age_Range,ISO_Code,Sex,Deaths,Age_and_Sex_Population,Country
2018,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Female,2,1643286,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Female,6,1420348,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Female,5,1257745,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Female,5,1158913,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Female,4,882707,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Female,2,825846,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Female,0,613166,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Female,0,283082,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Female,0,86127,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Female,37,23817164,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Female,0,0,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Male,0,194539,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Male,0,209332,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Male,0,1275250,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Male,0,1183145,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Male,0,218529,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Male,0,1158417,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Male,1,1265492,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Male,0,224036,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Male,1,1404591,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Male,4,1753870,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Male,0,224991,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Male,9,2012907,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Male,12,1912124,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Male,0,1231621,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Male,31,1802212,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Male,40,1594165,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Male,29,1338368,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Male,28,1146696,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Male,36,996406,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Male,24,699616,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Male,17,562491,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Male,9,349776,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Male,4,124887,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Male,0,28191,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Male,245,22911652,Spain
2018,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Male,0,0,Spain
2019,Intentional self-harm,0,ESP,Female,0,176096,Spain
2019,Intentional self-harm,1,ESP,Female,0,188591,Spain
2019,Intentional self-harm,14-Oct,ESP,Female,3,1219240,Spain
2019,Intentional self-harm,15-19,ESP,Female,20,1143629,Spain
2019,Intentional self-harm,2,ESP,Female,0,200754,Spain
2019,Intentional self-harm,20-24,ESP,Female,23,1131590,Spain
2019,Intentional self-harm,25-29,ESP,Female,31,1252132,Spain
2019,Intentional self-harm,3,ESP,Female,0,209260,Spain
2019,Intentional self-harm,30-34,ESP,Female,36,1398097,Spain
2019,Intentional self-harm,35-39,ESP,Female,63,1693762,Spain
2019,Intentional self-harm,4,ESP,Female,0,213430,Spain
2019,Intentional self-harm,40-44,ESP,Female,79,1965398,Spain
2019,Intentional self-harm,45-49,ESP,Female,79,1904620,Spain
2019,Intentional self-harm,9-May,ESP,Female,0,1134042,Spain
2019,Intentional self-harm,50-54,ESP,Female,110,1831036,Spain
2019,Intentional self-harm,55-59,ESP,Female,90,1685661,Spain
2019,Intentional self-harm,60-64,ESP,Female,86,1473750,Spain
2019,Intentional self-harm,65-69,ESP,Female,59,1264759,Spain
2019,Intentional self-harm,70-74,ESP,Female,63,1185500,Spain
2019,Intentional self-harm,75-79,ESP,Female,57,942825,Spain
2019,Intentional self-harm,80-84,ESP,Female,51,784620,Spain
2019,Intentional self-harm,85-89,ESP,Female,30,627092,Spain
2019,Intentional self-harm,90-94,ESP,Female,18,295544,Spain
2019,Intentional self-harm,95+,ESP,Female,2,92035,Spain
2019,Intentional self-harm,All,ESP,Female,900,24013463,Spain
2019,Intentional self-harm,Unknown,ESP,Female,0,0,Spain
2019,Intentional self-harm,0,ESP,Male,0,185767,Spain
2019,Intentional self-harm,1,ESP,Male,0,199803,Spain
2019,Intentional self-harm,14-Oct,ESP,Male,4,1299543,Spain
2019,Intentional self-harm,15-19,ESP,Male,48,1221434,Spain
2019,Intentional self-harm,2,ESP,Male,0,212719,Spain
2019,Intentional self-harm,20-24,ESP,Male,77,1185562,Spain
2019,Intentional self-harm,25-29,ESP,Male,110,1279119,Spain
2019,Intentional self-harm,3,ESP,Male,0,221633,Spain
2019,Intentional self-harm,30-34,ESP,Male,129,1390590,Spain
2019,Intentional self-harm,35-39,ESP,Male,185,1686116,Spain
2019,Intentional self-harm,4,ESP,Male,0,227073,Spain
2019,Intentional self-harm,40-44,ESP,Male,263,2003467,Spain
2019,Intentional self-harm,45-49,ESP,Male,310,1940322,Spain
2019,Intentional self-harm,9-May,ESP,Male,0,1207455,Spain
2019,Intentional self-harm,50-54,ESP,Male,301,1822245,Spain
2019,Intentional self-harm,55-59,ESP,Male,260,1635093,Spain
2019,Intentional self-harm,60-64,ESP,Male,207,1389112,Spain
2019,Intentional self-harm,65-69,ESP,Male,172,1153870,Spain
2019,Intentional self-harm,70-74,ESP,Male,177,1019678,Spain
2019,Intentional self-harm,75-79,ESP,Male,171,751812,Spain
2019,Intentional self-harm,80-84,ESP,Male,163,535362,Spain
2019,Intentional self-harm,85-89,ESP,Male,118,361126,Spain
2019,Intentional self-harm,90-94,ESP,Male,63,132241,Spain
2019,Intentional self-harm,95+,ESP,Male,13,30755,Spain
2019,Intentional self-harm,All,ESP,Male,2771,23091897,Spain
2019,Intentional self-harm,Unknown,ESP,Male,0,0,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Female,0,176096,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Female,0,188591,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Female,0,1219240,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Female,0,1143629,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Female,0,200754,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Female,0,1131590,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Female,0,1252132,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Female,0,209260,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Female,0,1398097,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Female,0,1693762,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Female,0,213430,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Female,0,1965398,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Female,0,1904620,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Female,0,1134042,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Female,3,1831036,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Female,4,1685661,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Female,6,1473750,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Female,3,1264759,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Female,2,1185500,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Female,5,942825,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Female,4,784620,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Female,3,627092,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Female,0,295544,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Female,0,92035,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Female,30,24013463,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Female,0,0,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Male,0,185767,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Male,0,199803,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Male,0,1299543,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Male,1,1221434,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Male,0,212719,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Male,1,1185562,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Male,1,1279119,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Male,0,221633,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Male,3,1390590,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Male,5,1686116,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Male,0,227073,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Male,4,2003467,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Male,13,1940322,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Male,0,1207455,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Male,34,1822245,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Male,29,1635093,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Male,40,1389112,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Male,30,1153870,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Male,36,1019678,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Male,28,751812,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Male,16,535362,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Male,15,361126,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Male,2,132241,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Male,0,30755,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Male,258,23091897,Spain
2019,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Male,0,0,Spain
2020,Intentional self-harm,0,ESP,Female,0,170691,Spain
2020,Intentional self-harm,1,ESP,Female,0,180382,Spain
2020,Intentional self-harm,14-Oct,ESP,Female,7,1227583,Spain
2020,Intentional self-harm,15-19,ESP,Female,17,1169715,Spain
2020,Intentional self-harm,2,ESP,Female,0,191181,Spain
2020,Intentional self-harm,20-24,ESP,Female,19,1157140,Spain
2020,Intentional self-harm,25-29,ESP,Female,37,1252821,Spain
2020,Intentional self-harm,3,ESP,Female,0,203199,Spain
2020,Intentional self-harm,30-34,ESP,Female,34,1382360,Spain
2020,Intentional self-harm,35-39,ESP,Female,64,1638979,Spain
2020,Intentional self-harm,4,ESP,Female,0,211745,Spain
2020,Intentional self-harm,40-44,ESP,Female,83,1949025,Spain
2020,Intentional self-harm,45-49,ESP,Female,95,1936354,Spain
2020,Intentional self-harm,9-May,ESP,Female,0,1120603,Spain
2020,Intentional self-harm,50-54,ESP,Female,117,1845335,Spain
2020,Intentional self-harm,55-59,ESP,Female,137,1725183,Spain
2020,Intentional self-harm,60-64,ESP,Female,88,1527040,Spain
2020,Intentional self-harm,65-69,ESP,Female,59,1287080,Spain
2020,Intentional self-harm,70-74,ESP,Female,72,1192525,Spain
2020,Intentional self-harm,75-79,ESP,Female,62,983218,Spain
2020,Intentional self-harm,80-84,ESP,Female,56,766410,Spain
2020,Intentional self-harm,85-89,ESP,Female,39,629404,Spain
2020,Intentional self-harm,90-94,ESP,Female,21,303918,Spain
2020,Intentional self-harm,95+,ESP,Female,4,95012,Spain
2020,Intentional self-harm,All,ESP,Female,1011,24146903,Spain
2020,Intentional self-harm,Unknown,ESP,Female,0,0,Spain
2020,Intentional self-harm,0,ESP,Male,0,180200,Spain
2020,Intentional self-harm,1,ESP,Male,0,190748,Spain
2020,Intentional self-harm,14-Oct,ESP,Male,6,1309908,Spain
2020,Intentional self-harm,15-19,ESP,Male,31,1250834,Spain
2020,Intentional self-harm,2,ESP,Male,0,202506,Spain
2020,Intentional self-harm,20-24,ESP,Male,81,1217068,Spain
2020,Intentional self-harm,25-29,ESP,Male,115,1286451,Spain
2020,Intentional self-harm,3,ESP,Male,0,215258,Spain
2020,Intentional self-harm,30-34,ESP,Male,139,1380722,Spain
2020,Intentional self-harm,35-39,ESP,Male,174,1622982,Spain
2020,Intentional self-harm,4,ESP,Male,0,224214,Spain
2020,Intentional self-harm,40-44,ESP,Male,275,1971621,Spain
2020,Intentional self-harm,45-49,ESP,Male,301,1969109,Spain
2020,Intentional self-harm,9-May,ESP,Male,1,1192298,Spain
2020,Intentional self-harm,50-54,ESP,Male,323,1838240,Spain
2020,Intentional self-harm,55-59,ESP,Male,277,1672719,Spain
2020,Intentional self-harm,60-64,ESP,Male,239,1440078,Spain
2020,Intentional self-harm,65-69,ESP,Male,186,1173046,Spain
2020,Intentional self-harm,70-74,ESP,Male,192,1025493,Spain
2020,Intentional self-harm,75-79,ESP,Male,162,785078,Spain
2020,Intentional self-harm,80-84,ESP,Male,184,525505,Spain
2020,Intentional self-harm,85-89,ESP,Male,146,364802,Spain
2020,Intentional self-harm,90-94,ESP,Male,77,137611,Spain
2020,Intentional self-harm,95+,ESP,Male,21,32290,Spain
2020,Intentional self-harm,All,ESP,Male,2930,23208781,Spain
2020,Intentional self-harm,Unknown,ESP,Male,0,0,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Female,0,170691,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Female,0,180382,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Female,0,1227583,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Female,0,1169715,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Female,0,191181,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Female,0,1157140,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Female,0,1252821,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Female,0,203199,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Female,0,1382360,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Female,1,1638979,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Female,0,211745,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Female,1,1949025,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Female,2,1936354,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Female,0,1120603,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Female,2,1845335,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Female,5,1725183,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Female,6,1527040,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Female,7,1287080,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Female,8,1192525,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Female,4,983218,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Female,2,766410,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Female,3,629404,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Female,1,303918,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Female,2,95012,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Female,44,24146903,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Female,0,0,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Male,0,180200,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Male,0,190748,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Male,0,1309908,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Male,0,1250834,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Male,0,202506,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Male,0,1217068,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Male,0,1286451,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Male,0,215258,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Male,1,1380722,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Male,5,1622982,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Male,0,224214,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Male,7,1971621,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Male,18,1969109,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Male,0,1192298,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Male,30,1838240,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Male,39,1672719,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Male,43,1440078,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Male,47,1173046,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Male,36,1025493,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Male,27,785078,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Male,17,525505,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Male,12,364802,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Male,4,137611,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Male,1,32290,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Male,287,23208781,Spain
2020,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Male,0,0,Spain
2021,Intentional self-harm,0,ESP,Female,0,160547,Spain
2021,Intentional self-harm,1,ESP,Female,0,172110,Spain
2021,Intentional self-harm,14-Oct,ESP,Female,8,1223162,Spain
2021,Intentional self-harm,15-19,ESP,Female,25,1188022,Spain
2021,Intentional self-harm,2,ESP,Female,0,181668,Spain
2021,Intentional self-harm,20-24,ESP,Female,30,1165886,Spain
2021,Intentional self-harm,25-29,ESP,Female,24,1237778,Spain
2021,Intentional self-harm,3,ESP,Female,0,192240,Spain
2021,Intentional self-harm,30-34,ESP,Female,42,1357305,Spain
2021,Intentional self-harm,35-39,ESP,Female,57,1574520,Spain
2021,Intentional self-harm,4,ESP,Female,0,204106,Spain
2021,Intentional self-harm,40-44,ESP,Female,74,1905822,Spain
2021,Intentional self-harm,45-49,ESP,Female,120,1958973,Spain
2021,Intentional self-harm,9-May,ESP,Female,0,1099710,Spain
2021,Intentional self-harm,50-54,ESP,Female,137,1858951,Spain
2021,Intentional self-harm,55-59,ESP,Female,102,1755353,Spain
2021,Intentional self-harm,60-64,ESP,Female,88,1570875,Spain
2021,Intentional self-harm,65-69,ESP,Female,75,1319450,Spain
2021,Intentional self-harm,70-74,ESP,Female,56,1194751,Spain
2021,Intentional self-harm,75-79,ESP,Female,65,1009842,Spain
2021,Intentional self-harm,80-84,ESP,Female,59,758532,Spain
2021,Intentional self-harm,85-89,ESP,Female,41,634661,Spain
2021,Intentional self-harm,90-94,ESP,Female,15,315177,Spain
2021,Intentional self-harm,95+,ESP,Female,3,100586,Spain
2021,Intentional self-harm,All,ESP,Female,1021,24140027,Spain
2021,Intentional self-harm,Unknown,ESP,Female,0,0,Spain
2021,Intentional self-harm,0,ESP,Male,0,170071,Spain
2021,Intentional self-harm,1,ESP,Male,0,181488,Spain
2021,Intentional self-harm,14-Oct,ESP,Male,14,1305668,Spain
2021,Intentional self-harm,15-19,ESP,Male,28,1270362,Spain
2021,Intentional self-harm,2,ESP,Male,0,192130,Spain
2021,Intentional self-harm,20-24,ESP,Male,96,1235830,Spain
2021,Intentional self-harm,25-29,ESP,Male,113,1275674,Spain
2021,Intentional self-harm,3,ESP,Male,0,203667,Spain
2021,Intentional self-harm,30-34,ESP,Male,143,1364152,Spain
2021,Intentional self-harm,35-39,ESP,Male,172,1553262,Spain
2021,Intentional self-harm,4,ESP,Male,0,216359,Spain
2021,Intentional self-harm,40-44,ESP,Male,281,1913106,Spain
2021,Intentional self-harm,45-49,ESP,Male,318,1988728,Spain
2021,Intentional self-harm,9-May,ESP,Male,0,1169163,Spain
2021,Intentional self-harm,50-54,ESP,Male,323,1854946,Spain
2021,Intentional self-harm,55-59,ESP,Male,305,1704319,Spain
2021,Intentional self-harm,60-64,ESP,Male,268,1482720,Spain
2021,Intentional self-harm,65-69,ESP,Male,161,1201790,Spain
2021,Intentional self-harm,70-74,ESP,Male,162,1029605,Spain
2021,Intentional self-harm,75-79,ESP,Male,197,805706,Spain
2021,Intentional self-harm,80-84,ESP,Male,168,526333,Spain
2021,Intentional self-harm,85-89,ESP,Male,141,368105,Spain
2021,Intentional self-harm,90-94,ESP,Male,74,143936,Spain
2021,Intentional self-harm,95+,ESP,Male,18,34156,Spain
2021,Intentional self-harm,All,ESP,Male,2982,23191276,Spain
2021,Intentional self-harm,Unknown,ESP,Male,0,0,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Female,0,160547,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Female,0,172110,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Female,0,1223162,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Female,0,1188022,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Female,0,181668,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Female,0,1165886,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Female,0,1237778,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Female,0,192240,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Female,0,1357305,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Female,1,1574520,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Female,0,204106,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Female,3,1905822,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Female,3,1958973,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Female,0,1099710,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Female,7,1858951,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Female,5,1755353,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Female,5,1570875,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Female,5,1319450,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Female,7,1194751,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Female,2,1009842,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Female,2,758532,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Female,2,634661,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Female,0,315177,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Female,0,100586,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Female,42,24140027,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Female,0,0,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,0,ESP,Male,0,170071,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,1,ESP,Male,0,181488,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,14-Oct,ESP,Male,0,1305668,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,15-19,ESP,Male,0,1270362,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,2,ESP,Male,0,192130,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,20-24,ESP,Male,0,1235830,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,25-29,ESP,Male,0,1275674,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,3,ESP,Male,0,203667,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,30-34,ESP,Male,1,1364152,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,35-39,ESP,Male,4,1553262,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,4,ESP,Male,0,216359,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,40-44,ESP,Male,6,1913106,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,45-49,ESP,Male,15,1988728,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,9-May,ESP,Male,0,1169163,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,50-54,ESP,Male,41,1854946,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,55-59,ESP,Male,37,1704319,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,60-64,ESP,Male,53,1482720,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,65-69,ESP,Male,46,1201790,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,70-74,ESP,Male,38,1029605,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,75-79,ESP,Male,21,805706,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,80-84,ESP,Male,14,526333,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,85-89,ESP,Male,5,368105,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,90-94,ESP,Male,4,143936,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,95+,ESP,Male,0,34156,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,All,ESP,Male,285,23191276,Spain
2021,Mental and behavioural disorders due to psychoactive substance use,Unknown,ESP,Male,0,0,Spain
2017,Intentional self-harm,0,SWE,Female,0,57366.5,Sweden
2017,Intentional self-harm,1,SWE,Female,0,58330,Sweden
2017,Intentional self-harm,14-Oct,SWE,Female,4,277863.5,Sweden
2017,Intentional self-harm,15-19,SWE,Female,15,255906.5,Sweden
2017,Intentional self-harm,2,SWE,Female,0,58235.5,Sweden
2017,Intentional self-harm,20-24,SWE,Female,23,303271,Sweden
